Recorder,Date,Month,Plant_ID,Quad1,Height_cm,Canopy_x_cm,Canopy_y_cm,Notes,,Quad2,,,,,,,,,,,,,,,,
BW,6/10/24,June,G5.CLAPUR.1,CL,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,H4.CLAPUR.1,TR,77,34,41,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,H7.CLAPUR.1,TC,17.5,8,6,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,I7.CLAPUR.1,TR,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,J3.CLAPUR.1,TL,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,J6.CLAPUR.1,C,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,A6.CORFIL.1,C,7.5,11,4,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,A7.CORFIL.1,BR,17,13,5,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,B3.CORFIL.1-A6,TR,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,B6.CORFIL.1,BC,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,C2.CORFIL.1-A7,CR,7.5,7.5,5.5,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,D7.CORFIL.1,BR,22.5,19.5,8,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,D8.CORFIL.1,TR,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,E5.CORFIL.1-D7,BR,11,7.75,6,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,E6.CORFIL.1-D8,TR,3.75,8.5,2.5,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,F6.CORFIL.1,BL,10,14,3.5,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,G3.CORFIL.1,BL,19,9.5,11,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,H1.CORFIL.1,CB,27.75,8.5,12,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,H8.CORFIL.1,CL,17,12,3,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,I2.CORFIL.1,TC/C,4,3.5,2,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,J5.CORFIL.1,BR,9,4,2.5,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,J8.CORFIL.1-J5,C/BL,5,2,,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.A6.CORFIL.1,C,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.A7.CORFIL.1,C,35,99,30,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.B3.CORFIL.1,BR,58,70,80,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.B6.CORFIL.1,TR,69,39,44,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.C2.CORFIL.1,C,72,61,58,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.D7.CORFIL.1,BR,68,78,64,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.D8.CORFIL.1,C,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.E5.CORFIL.1,BR,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.E6.CORFIL.1,TR,44,84,72,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.F6.CORFIL.1,BR,57,117,46,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.G3.CORFIL.1,BR,86,106,81,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.H1.CORFIL.1,TR,79,111,42,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.H8.CORFIL.1,C,74,50,12,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.I2.CORFIL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.J5.CORFIL.1,C,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.J8.CORFIL.1,CL,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,A1.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,B4.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,C3.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,C8.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,D1.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,E1.DANCAL.1,TC,5.5,3.5,1,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,E3.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,F1.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,G6.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,G7.DANCAL.1,BL,5,3.5,3,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,H2.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,H6.DANCAL.1,cr,7,6,3,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,I5.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,I6.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,I8.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,J2.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.A1.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.B4.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.C3.DANCAL.1,TR/CR,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.C8.DANCAL.1,TR,12,12,7,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.D1.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.E1.DANCAL.1,BL,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.E3.DANCAL.1,BL,12,19,15.5,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.F1.DANCAL.1,TR,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.G6.DANCAL.1,BL,NA,NA,NA,sac,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.G7.DANCAL.1,C,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.H2.DANCAL.1,BR,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.H6.DANCAL.1,TR,7.5,13,9,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.I5.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.I6.DANCAL.1,N/A,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.I8.DANCAL.1,TR,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,23.J2.DANCAL.1,TR,9,16.5,8,,,,,,,,,,,,,,,,,,,
,,June,A1.DAUPUS.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,B4.DAUPUS.1,CR,,,,,,,,,,,,,,,,,,,,,,
,,June,C3.DAUPUS.1,TC,,,,,,,,,,,,,,,,,,,,,,
,,June,C8.DAUPUS.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,D1.DAUPUS.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,E1.DAUPUS.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,E3.DAUPUS.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,F1.DAUPUS.1,TC,,,,,,,,,,,,,,,,,,,,,,
,,June,G6.DAUPUS.1-G7,TC,,,,,,,,,,,,,,,,,,,,,,
,,June,G7.DAUPUS.1,TC,,,,,,,,,,,,,,,,,,,,,,
,,June,H2.DAUPUS.1,CC,,,,,,,,,,,,,,,,,,,,,,
,,June,H6.DAUPUS.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,I5.DAUPUS.1-C3,CR,,,,,,,,,,,,,,,,,,,,,,
,,June,I6.DAUPUS.1-C8,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,I8.DAUPUS.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,J2.DAUPUS.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,A3.DAUPUS.1,TC,,,,,,,,,,,,,,,,,,,,,,
,,June,B1.DAUPUS.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,B7.DAUPUS.1,CC,,,,,,,,,,,,,,,,,,,,,,
,,June,C4.DAUPUS.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,C5.DAUPUS.1,CR,,,,,,,,,,,,,,,,,,,,,,
,,June,D2.DAUPUS.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,D6.DAUPUS.1-E8,C,,,,,,,,,,,,,,,,,,,,,,
,,June,E8.DAUPUS.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,F3.DAUPUS.1,CC,,,,,,,,,,,,,,,,,,,,,,
,,June,F8.DAUPUS.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,G1.DAUPUS.1,BC,,,,,,,,,,,,,,,,,,,,,,
,,June,G8.DAUPUS.1,BC,,,,,,,,,,,,,,,,,,,,,,
,,June,H5.DAUPUS.1,CT,,,,,,,,,,,,,,,,,,,,,,
,,June,I1.DAUPUS.1,CR,,,,,,,,,,,,,,,,,,,,,,
,,June,I4.DAUPUS.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,J1.DAUPUS.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,A5.ELYCAP.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,A8.ELYCAP.1,CR,,,,,,,,,,,,,,,,,,,,,,
,,June,B2.ELYCAP.1,CR,,,,,,,,,,,,,,,,,,,,,,
,,June,B5.ELYCAP.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,C1.ELYCAP.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,D4.ELYCAP.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,E7.ELYCAP.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,F4.ELYCAP.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,F5.ELYCAP.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,G2.ELYCAP.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,G5.ELYCAP.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,H4.ELYCAP.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,H7.ELYCAP.1,BC,,,,,,,,,,,,,,,,,,,,,,
,,June,I7.ELYCAP.1,BR,,,,,,,,,,,,,,,,,,,,,,
NA,NA,June,J3.ELYCAP.1,CL,NA,NA,NA,,,,,,,,,,,,,,,,,,,
NA,NA,June,J6.ELYCAP.1,TL,NA,NA,NA,,,,,,,,,,,,,,,,,,,
,,June,A3.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,B1.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,B7.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,C4.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,C5.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,D2.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,D6.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,E8.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,F3.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,F8.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,G1.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,G8.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,H5.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,I1.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,I4.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,J1.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,A5.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,A8.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,B2.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,B5.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,C1.EROBOT.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,D4.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,E7.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,F4.EROBOT.1,N/A,,,,,,,,,,,,,,,,,,,,,,
,,June,F5.EROBOT.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,G2.EROBOT.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,G5.EROBOT.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,H4.EROBOT.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,H7.EROBOT.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,I7.EROBOT.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,J3.EROBOT.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,J6.EROBOT.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,A6.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,A7.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,B3.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,B6.EROCIC.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,C2.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,D7.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,D8.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,E5.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,E6.EROCIC.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,F6.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,G3.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,H1.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,H8.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,I2.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,J5.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,J8.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,A2.EROCIC.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,A4.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,B8.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,C6.EROCIC.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,C7.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,D3.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,D5.EROCIC.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,E2.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,E4.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,F2.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,F7.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,G4.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,H3.EROCIC.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,I3.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,J4.EROCIC.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,J7.EROCIC.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,A1.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,B4.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,C3.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,C8.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,D1.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,E1.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,E3.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,F1.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,G6.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,G7.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,H2.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,H6.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,I5.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,I6.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,I8.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,J2.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,A6.ESCCAL.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,A7.ESCCAL.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,B3.ESCCAL.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,B6.ESCCAL.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,C2.ESCCAL.1,CB,,,,,,,,,,,,,,,,,,,,,,
,,June,D7.ESCCAL.1,BC,,,,,,,,,,,,,,,,,,,,,,
,,June,D8.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,E5.ESCCAL.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,E6.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,F6.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,G3.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,H1.ESCCAL.1,BC,,,,,,,,,,,,,,,,,,,,,,
,,June,H8.ESCCAL.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,I2.ESCCAL.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,J5.ESCCAL.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,J8.ESCCAL.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,A2.ESCCAL.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,A4.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,B8.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,C6.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,C7.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,D3.ESCCAL.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,D5.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,E2.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,E4.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,F2.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,F7.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,G4.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,H3.ESCCAL.1,CR,,,,,,,,,,,,,,,,,,,,,,
,,June,I3.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,J4.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,J7.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,23.A1.ESCCAL.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,23.B4.ESCCAL.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,23.C3.ESCCAL.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,23.C8.ESCCAL.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,23.D1.ESCCAL.1,TC,,,,,,,,,,,,,,,,,,,,,,
,,June,23.E1.ESCCAL.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,23.E3.ESCCAL.1,C/TL,,,,,,,,,,,,,,,,,,,,,,
,,June,23.F1.ESCCAL.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,23.G6.ESCCAL.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,23.G7.ESCCAL.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,23.H2.ESCCAL.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,23.H6.ESCCAL.1,TR/CR,,,,,,,,,,,,,,,,,,,,,,
,,June,23.I5.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,23.I6.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,23.I8.ESCCAL.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,23.J2.ESCCAL.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,23.A6.ESCCAL.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,23.A7.ESCCAL.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,23.B3.ESCCAL.1,LC,,,,,,,,,,,,,,,,,,,,,,
,,June,23.B6.ESCCAL.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,23.C2.ESCCAL.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,23.D7.ESCCAL.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,23.D8.ESCCAL.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,23.E5.ESCCAL.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,23.E6.ESCCAL.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,23.F6.ESCCAL.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,23.G3.ESCCAL.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,23.H1.ESCCAL.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,23.H8.ESCCAL.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,23.I2.ESCCAL.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,23.J5.ESCCAL.1,CR,,,,,,,,,,,,,,,,,,,,,,
,,June,23.J8.ESCCAL.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,23.A2.ESCCAL.1,CB,,,,,,,,,,,,,,,,,,,,,,
,,June,23.A4.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,23.B8.ESCCAL.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,23.C6.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,23.C7.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,23.D3.ESCCAL.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,23.D5.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,23.E2.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,23.E4.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,23.F2.ESCCAL.1,CB,,,,,,,,,,,,,,,,,,,,,,
,,June,23.F7.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,23.G4.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,23.H3.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,23.I3.ESCCAL.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,23.J4.ESCCAL.1,na,,,,,,,,,,,,,,,,,,,,,,
,,June,23.J7.ESCCAL.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,A1.GALPAR.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,B4.GALPAR.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,C3.GALPAR.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,C8.GALPAR.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,D1.GALPAR.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,E1.GALPAR.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,E3.GALPAR.1,TL,,,,,,,,,,,,,,,,,,,,,,
,,June,F1.GALPAR.1,TR,,,,,,,,,,,,,,,,,,,,,,
,,June,G6.GALPAR.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,G7.GALPAR.1,TC,,,,,,,,,,,,,,,,,,,,,,
,,June,H2.GALPAR.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,H6.GALPAR.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,I5.GALPAR.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,I6.GALPAR.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,I8.GALPAR.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,J2.GALPAR.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,A3.GERDIS.1,BR/C,,,,,,,,,,,,,,,,,,,,,,
,,June,B1.GERDIS.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,B7.GERDIS.1,C/CL,,,,,,,,,,,,,,,,,,,,,,
,,June,C4.GERDIS.1,CR,,,,,,,,,,,,,,,,,,,,,,
,,June,C5.GERDIS.1,CR,,,,,,,,,,,,,,,,,,,,,,
,,June,D2.GERDIS.1,CL,,,,,,,,,,,,,,,,,,,,,,
,,June,D6.GERDIS.1,C-CR,,,,,,,,,,,,,,,,,,,,,,
,,June,E8.GERDIS.1,TC,,,,,,,,,,,,,,,,,,,,,,
,,June,F3.GERDIS.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,F8.GERDIS.1,BL,,,,,,,,,,,,,,,,,,,,,,
,,June,G1.GERDIS.1,BR,,,,,,,,,,,,,,,,,,,,,,
,,June,G8.GERDIS.1,TC/R,,,,,,,,,,,,,,,,,,,,,,
,,June,H5.GERDIS.1,BC,,,,,,,,,,,,,,,,,,,,,,
,,June,I1.GERDIS.1,T/CR,,,,,,,,,,,,,,,,,,,,,,
,,June,I4.GERDIS.1,C,,,,,,,,,,,,,,,,,,,,,,
,,June,J1.GERDIS.1,CR,,,,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,A5.HOLVIR.1,CR,53,48,40,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,A8.HOLVIR.1-B2,BL,21.5,11,6,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,B2.HOLVIR.1,C,NA,NA,NA,,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,B5.HOLVIR.1,CL,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,C1.HOLVIR.1,BC,NA,NA,NA,nf,,,,,,,,,,,,,,,,,,
BW,6/10/24,June,D4.HOLVIR.1,C,NA,NA,NA,,,,,,,,,,,,,,,,,,,
